Материал;Краткий текст материала;Длинный текст материала;Базовая ЕИ;Группа материалов;Вид материала;Вид класса;Класс;Формат;Имя признака;Название признака;Значение признака;ОбозначЗначПризнака;Техническая ЕИ значения признака;Материал(полный текст);Значение признака;ОбозначЗначПризнака
000000001300198424;Подшипник 7613 ГОСТ520;Подшипник 7613 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7613 ГОСТ520;;
000000001300198424;Подшипник 7613 ГОСТ520;Подшипник 7613 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 7613 ГОСТ520;;
000000001300198425;Подшипник 8106 ГОСТ520;Подшипник 8106 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;8106;8106;;Подшипник 8106 ГОСТ520;;
000000001300198425;Подшипник 8106 ГОСТ520;Подшипник 8106 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 8106 ГОСТ520;;
000000001300198425;Подшипник 8106 ГОСТ520;Подшипник 8106 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 8106 ГОСТ520;;
000000001300198427;Подшипник 8214 ГОСТ520;Подшипник 8214 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;8214;8214;;Подшипник 8214 ГОСТ520;;
000000001300198427;Подшипник 8214 ГОСТ520;Подшипник 8214 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 8214 ГОСТ520;;
000000001300198427;Подшипник 8214 ГОСТ520;Подшипник 8214 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 8214 ГОСТ520;;
000000001300198430;Подшипник 46211 ГОСТ520;Подшипник 46211 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;46211;46211;;Подшипник 46211 ГОСТ520;;
000000001300198430;Подшипник 46211 ГОСТ520;Подшипник 46211 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 46211 ГОСТ520;;
000000001300198430;Подшипник 46211 ГОСТ520;Подшипник 46211 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 46211 ГОСТ520;;
000000001300198431;Подшипник 46312 ГОСТ520;Подшипник 46312 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;46312;46312;;Подшипник 46312 ГОСТ520;;
000000001300198431;Подшипник 46312 ГОСТ520;Подшипник 46312 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 46312 ГОСТ520;;
000000001300198431;Подшипник 46312 ГОСТ520;Подшипник 46312 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 46312 ГОСТ520;;
000000001300198433;Подшипник 53618 ГОСТ520;Подшипник 53618 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;53618;53618;;Подшипник 53618 ГОСТ520;;
000000001300198433;Подшипник 53618 ГОСТ520;Подшипник 53618 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 53618 ГОСТ520;;
000000001300198433;Подшипник 53618 ГОСТ520;Подшипник 53618 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 53618 ГОСТ520;;
000000001300198434;Подшипник 66410 ГОСТ520;Подшипник 66410 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;66410;66410;;Подшипник 66410 ГОСТ520;;
000000001300198434;Подшипник 66410 ГОСТ520;Подшипник 66410 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 66410 ГОСТ520;;
000000001300198434;Подшипник 66410 ГОСТ520;Подшипник 66410 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 66410 ГОСТ520;;
000000001300198435;Подшипник 7208 ГОСТ520;Подшипник 7208 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7208;7208;;Подшипник 7208 ГОСТ520;;
000000001300198435;Подшипник 7208 ГОСТ520;Подшипник 7208 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7208 ГОСТ520;;
000000001300198435;Подшипник 7208 ГОСТ520;Подшипник 7208 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 7208 ГОСТ520;;
000000001300198437;Подшипник 97530М ГОСТ520;Подшипник 97530М ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;97530М;97530М;;Подшипник 97530М ГОСТ520;;
000000001300198437;Подшипник 97530М ГОСТ520;Подшипник 97530М ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 97530М ГОСТ520;;
000000001300198437;Подшипник 97530М ГОСТ520;Подшипник 97530М ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 97530М ГОСТ520;;
000000001300198438;Подшипник 176228Л ГОСТ520;Подшипник 176228Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;176228Л;176228Л;;Подшипник 176228Л ГОСТ520;;
000000001300198438;Подшипник 176228Л ГОСТ520;Подшипник 176228Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 176228Л ГОСТ520;;
000000001300198438;Подшипник 176228Л ГОСТ520;Подшипник 176228Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 176228Л ГОСТ520;;
000000001300198443;Подшипник 2007107 ГОСТ520;Подшипник 2007107 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2007107;2007107;;Подшипник 2007107 ГОСТ520;;
000000001300198443;Подшипник 2007107 ГОСТ520;Подшипник 2007107 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2007107 ГОСТ520;;
000000001300198443;Подшипник 2007107 ГОСТ520;Подшипник 2007107 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 2007107 ГОСТ520;;
000000001300198444;Подшипник 2007113 ГОСТ520;Подшипник 2007113 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2007113;2007113;;Подшипник 2007113 ГОСТ520;;
000000001300198444;Подшипник 2007113 ГОСТ520;Подшипник 2007113 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2007113 ГОСТ520;;
000000001300198444;Подшипник 2007113 ГОСТ520;Подшипник 2007113 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 2007113 ГОСТ520;;
000000001300198445;Подшипник 2007128 ГОСТ520;Подшипник 2007128 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2007128;2007128;;Подшипник 2007128 ГОСТ520;;
000000001300198445;Подшипник 2007128 ГОСТ520;Подшипник 2007128 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2007128 ГОСТ520;;
000000001300198445;Подшипник 2007128 ГОСТ520;Подшипник 2007128 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 2007128 ГОСТ520;;
000000001300198449;Подшипник 3182128 ГОСТ520;Подшипник 3182128 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3182128;3182128;;Подшипник 3182128 ГОСТ520;;
000000001300198449;Подшипник 3182128 ГОСТ520;Подшипник 3182128 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3182128 ГОСТ520;;
000000001300198449;Подшипник 3182128 ГОСТ520;Подшипник 3182128 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 3182128 ГОСТ520;;
000000001300198450;Подшипник 9039412 ГОСТ520;Подшипник 9039412 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;9039412;9039412;;Подшипник 9039412 ГОСТ520;;
000000001300198450;Подшипник 9039412 ГОСТ520;Подшипник 9039412 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 9039412 ГОСТ520;;
000000001300198450;Подшипник 9039412 ГОСТ520;Подшипник 9039412 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 9039412 ГОСТ520;;
000000001300198451;Подшипник 94125 ГОСТ520;Подшипник 94125 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;94125;94125;;Подшипник 94125 ГОСТ520;;
000000001300198451;Подшипник 94125 ГОСТ520;Подшипник 94125 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 94125 ГОСТ520;;
000000001300198451;Подшипник 94125 ГОСТ520;Подшипник 94125 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 94125 ГОСТ520;;
000000001300198454;Подшипник 2626 ГОСТ520;Подшипник 2626 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2626;2626;;Подшипник 2626 ГОСТ520;;
000000001300198454;Подшипник 2626 ГОСТ520;Подшипник 2626 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2626 ГОСТ520;;
000000001300198454;Подшипник 2626 ГОСТ520;Подшипник 2626 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 2626 ГОСТ520;;
000000001300198455;Подшипник 32210 ГОСТ520;Подшипник 32210 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;32210;32210;;Подшипник 32210 ГОСТ520;;
000000001300198455;Подшипник 32210 ГОСТ520;Подшипник 32210 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 32210 ГОСТ520;;
000000001300198455;Подшипник 32210 ГОСТ520;Подшипник 32210 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 32210 ГОСТ520;;
000000001300198456;Подшипник 32214 ГОСТ520;Подшипник 32214 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;32214;32214;;Подшипник 32214 ГОСТ520;;
000000001300198456;Подшипник 32214 ГОСТ520;Подшипник 32214 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 32214 ГОСТ520;;
000000001300198456;Подшипник 32214 ГОСТ520;Подшипник 32214 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 32214 ГОСТ520;;
000000001300198457;Подшипник 32222 ГОСТ520;Подшипник 32222 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;32222;32222;;Подшипник 32222 ГОСТ520;;
000000001300198457;Подшипник 32222 ГОСТ520;Подшипник 32222 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 32222 ГОСТ520;;
000000001300198457;Подшипник 32222 ГОСТ520;Подшипник 32222 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 32222 ГОСТ520;;
000000001300198460;Подшипник 36204 ГОСТ520;Подшипник 36204 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;36204;36204;;Подшипник 36204 ГОСТ520;;
000000001300198460;Подшипник 36204 ГОСТ520;Подшипник 36204 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 36204 ГОСТ520;;
000000001300198460;Подшипник 36204 ГОСТ520;Подшипник 36204 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 36204 ГОСТ520;;
000000001300198461;Подшипник 42206 ГОСТ520;Подшипник 42206 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;42206;42206;;Подшипник 42206 ГОСТ520;;
000000001300198461;Подшипник 42206 ГОСТ520;Подшипник 42206 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 42206 ГОСТ520;;
000000001300198461;Подшипник 42206 ГОСТ520;Подшипник 42206 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 42206 ГОСТ520;;
000000001300198463;Подшипник 42226 ГОСТ520;Подшипник 42226 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;42226;42226;;Подшипник 42226 ГОСТ520;;
000000001300198463;Подшипник 42226 ГОСТ520;Подшипник 42226 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 42226 ГОСТ520;;
000000001300198463;Подшипник 42226 ГОСТ520;Подшипник 42226 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 42226 ГОСТ520;;
000000001300198465;Подшипник 42318 ГОСТ520;Подшипник 42318 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;42318;42318;;Подшипник 42318 ГОСТ520;;
000000001300198465;Подшипник 42318 ГОСТ520;Подшипник 42318 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 42318 ГОСТ520;;
000000001300198465;Подшипник 42318 ГОСТ520;Подшипник 42318 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 42318 ГОСТ520;;
