Материал;Краткий текст материала;Длинный текст материала;Базовая ЕИ;Группа материалов;Вид материала;Вид класса;Класс;Формат;Имя признака;Название признака;Значение признака;ОбозначЗначПризнака;Техническая ЕИ значения признака;Материал(полный текст);Значение признака;ОбозначЗначПризнака
000000001300517114;Подшипник NU326M/C3 ZWZ;Подшипник NU326M/C3 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;NU326M/C3;NU326M/C3;;Подшипник NU326M/C3 ZWZ;;
000000001300517114;Подшипник NU326M/C3 ZWZ;Подшипник NU326M/C3 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZWZ;ZWZ;;Подшипник NU326M/C3 ZWZ;;
000000001300517114;Подшипник NU326M/C3 ZWZ;Подшипник NU326M/C3 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник NU326M/C3 ZWZ;;
000000001300517115;Подшипник GE45ES ZWZ;Подшипник GE45ES ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;GE45ES;GE45ES;;Подшипник GE45ES ZWZ;;
000000001300517115;Подшипник GE45ES ZWZ;Подшипник GE45ES ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZWZ;ZWZ;;Подшипник GE45ES ZWZ;;
000000001300517115;Подшипник GE45ES ZWZ;Подшипник GE45ES ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник GE45ES ZWZ;;
000000001300517116;Подшипник NU211 EM ZWZ;Подшипник NU211 EM ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;NU211 EM;NU211 EM;;Подшипник NU211 EM ZWZ;;
000000001300517116;Подшипник NU211 EM ZWZ;Подшипник NU211 EM ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZWZ;ZWZ;;Подшипник NU211 EM ZWZ;;
000000001300517116;Подшипник NU211 EM ZWZ;Подшипник NU211 EM ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник NU211 EM ZWZ;;
000000001300517117;Подшипник 51102 ZWZ;Подшипник 51102 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;51102;51102;;Подшипник 51102 ZWZ;;
000000001300517117;Подшипник 51102 ZWZ;Подшипник 51102 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZWZ;ZWZ;;Подшипник 51102 ZWZ;;
000000001300517117;Подшипник 51102 ZWZ;Подшипник 51102 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 51102 ZWZ;;
000000001300517486;Подшипник 32211 J2/Q SKF;Подшипник 32211 J2/Q SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;32211 J2/Q;32211 J2/Q;;Подшипник 32211 J2/Q SKF;;
000000001300517486;Подшипник 32211 J2/Q SKF;Подшипник 32211 J2/Q SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;SKF;SKF;;Подшипник 32211 J2/Q SKF;;
000000001300517486;Подшипник 32211 J2/Q SKF;Подшипник 32211 J2/Q SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 32211 J2/Q SKF;;
000000001300517598;Подш. 190.36.3800.000.41.1522 Rothe Erde;Подшипник 190.36.3800.000.41.1522 Rothe Erde;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;190.36.3800.41.1522;190.36.3800.41.1522;;Подшипник 190.36.3800.000.41.1522 Rothe Erde;;
000000001300517598;Подш. 190.36.3800.000.41.1522 Rothe Erde;Подшипник 190.36.3800.000.41.1522 Rothe Erde;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;Rothe Erde;Rothe Erde;;Подшипник 190.36.3800.000.41.1522 Rothe Erde;;
000000001300517598;Подш. 190.36.3800.000.41.1522 Rothe Erde;Подшипник 190.36.3800.000.41.1522 Rothe Erde;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 190.36.3800.000.41.1522 Rothe Erde;;
000000001300517697;Подшипник 46330Л ГОСТ831, ГОСТ520;Подшипник 46330Л ГОСТ831, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;46330Л;46330Л;;Подшипник 46330Л ГОСТ831, ГОСТ520;;
000000001300517697;Подшипник 46330Л ГОСТ831, ГОСТ520;Подшипник 46330Л ГОСТ831, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 46330Л ГОСТ831, ГОСТ520;;
000000001300517697;Подшипник 46330Л ГОСТ831, ГОСТ520;Подшипник 46330Л ГОСТ831, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ831, ГОСТ520;ГОСТ831, ГОСТ520;;Подшипник 46330Л ГОСТ831, ГОСТ520;;
000000001300517746;Подшипник 32216 ГОСТ8328, ГОСТ520;Подшипник 32216 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;32216;32216;;Подшипник 32216 ГОСТ8328, ГОСТ520;;
000000001300517746;Подшипник 32216 ГОСТ8328, ГОСТ520;Подшипник 32216 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 32216 ГОСТ8328, ГОСТ520;;
000000001300517746;Подшипник 32216 ГОСТ8328, ГОСТ520;Подшипник 32216 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ8328, ГОСТ520;ГОСТ8328, ГОСТ520;;Подшипник 32216 ГОСТ8328, ГОСТ520;;
000000001300517747;Подшипник 3616Л ГОСТ5721, ГОСТ520;Подшипник 3616Л ГОСТ5721, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3616Л;3616Л;;Подшипник 3616Л ГОСТ5721, ГОСТ520;;
000000001300517747;Подшипник 3616Л ГОСТ5721, ГОСТ520;Подшипник 3616Л ГОСТ5721, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3616Л ГОСТ5721, ГОСТ520;;
000000001300517747;Подшипник 3616Л ГОСТ5721, ГОСТ520;Подшипник 3616Л ГОСТ5721, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ5721, ГОСТ520;ГОСТ5721, ГОСТ520;;Подшипник 3616Л ГОСТ5721, ГОСТ520;;
000000001300517748;Подшипник 32544Л ГОСТ8328, ГОСТ520;Подшипник 32544Л ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;32544Л;32544Л;;Подшипник 32544Л ГОСТ8328, ГОСТ520;;
000000001300517748;Подшипник 32544Л ГОСТ8328, ГОСТ520;Подшипник 32544Л ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 32544Л ГОСТ8328, ГОСТ520;;
000000001300517748;Подшипник 32544Л ГОСТ8328, ГОСТ520;Подшипник 32544Л ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ8328, ГОСТ520;ГОСТ8328, ГОСТ520;;Подшипник 32544Л ГОСТ8328, ГОСТ520;;
000000001300517749;Подшипник 2097736 ГОСТ6364, ГОСТ520;Подшипник 2097736 ГОСТ6364, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2097736;2097736;;Подшипник 2097736 ГОСТ6364, ГОСТ520;;
000000001300517749;Подшипник 2097736 ГОСТ6364, ГОСТ520;Подшипник 2097736 ГОСТ6364, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2097736 ГОСТ6364, ГОСТ520;;
000000001300517749;Подшипник 2097736 ГОСТ6364, ГОСТ520;Подшипник 2097736 ГОСТ6364, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ6364, ГОСТ520;ГОСТ6364, ГОСТ520;;Подшипник 2097736 ГОСТ6364, ГОСТ520;;
000000001300517750;Подшипник 2007128А ГОСТ27365, ГОСТ520;Подшипник 2007128А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2007128А;2007128А;;Подшипник 2007128А ГОСТ27365, ГОСТ520;;
000000001300517750;Подшипник 2007128А ГОСТ27365, ГОСТ520;Подшипник 2007128А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2007128А ГОСТ27365, ГОСТ520;;
000000001300517750;Подшипник 2007128А ГОСТ27365, ГОСТ520;Подшипник 2007128А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ27365, ГОСТ520;ГОСТ27365, ГОСТ520;;Подшипник 2007128А ГОСТ27365, ГОСТ520;;
000000001300517752;Подшипник 60311 ГОСТ7242, ГОСТ520;Подшипник 60311 ГОСТ7242, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;60311;60311;;Подшипник 60311 ГОСТ7242, ГОСТ520;;
000000001300517752;Подшипник 60311 ГОСТ7242, ГОСТ520;Подшипник 60311 ГОСТ7242, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 60311 ГОСТ7242, ГОСТ520;;
000000001300517752;Подшипник 60311 ГОСТ7242, ГОСТ520;Подшипник 60311 ГОСТ7242, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ7242, ГОСТ520;ГОСТ7242, ГОСТ520;;Подшипник 60311 ГОСТ7242, ГОСТ520;;
000000001300517757;Подшипник 208 ГОСТ8338, ГОСТ520;Подшипник 208 ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;208;208;;Подшипник 208 ГОСТ8338, ГОСТ520;;
000000001300517757;Подшипник 208 ГОСТ8338, ГОСТ520;Подшипник 208 ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 208 ГОСТ8338, ГОСТ520;;
000000001300517757;Подшипник 208 ГОСТ8338, ГОСТ520;Подшипник 208 ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ8338, ГОСТ520;ГОСТ8338, ГОСТ520;;Подшипник 208 ГОСТ8338, ГОСТ520;;
000000001300517758;Подшипник 6-7307А ГОСТ27365, ГОСТ520;Подшипник 6-7307А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-7307А;6-7307А;;Подшипник 6-7307А ГОСТ27365, ГОСТ520;;
000000001300517758;Подшипник 6-7307А ГОСТ27365, ГОСТ520;Подшипник 6-7307А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-7307А ГОСТ27365, ГОСТ520;;
000000001300517758;Подшипник 6-7307А ГОСТ27365, ГОСТ520;Подшипник 6-7307А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ27365, ГОСТ520;ГОСТ27365, ГОСТ520;;Подшипник 6-7307А ГОСТ27365, ГОСТ520;;
000000001300517759;Подшипник 7620 ГОСТ333, ГОСТ520;Подшипник 7620 ГОСТ333, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7620;7620;;Подшипник 7620 ГОСТ333, ГОСТ520;;
000000001300517759;Подшипник 7620 ГОСТ333, ГОСТ520;Подшипник 7620 ГОСТ333, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7620 ГОСТ333, ГОСТ520;;
000000001300517759;Подшипник 7620 ГОСТ333, ГОСТ520;Подшипник 7620 ГОСТ333, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ333, ГОСТ520;ГОСТ333, ГОСТ520;;Подшипник 7620 ГОСТ333, ГОСТ520;;
000000001300517760;Подшипник 213АК ГОСТ8338, ГОСТ520;Подшипник 213АК ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;213АК;213АК;;Подшипник 213АК ГОСТ8338, ГОСТ520;;
000000001300517760;Подшипник 213АК ГОСТ8338, ГОСТ520;Подшипник 213АК ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 213АК ГОСТ8338, ГОСТ520;;
000000001300517760;Подшипник 213АК ГОСТ8338, ГОСТ520;Подшипник 213АК ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ8338, ГОСТ520;ГОСТ8338, ГОСТ520;;Подшипник 213АК ГОСТ8338, ГОСТ520;;
000000001300517761;Подшипник 7514А ГОСТ27365, ГОСТ520;Подшипник 7514А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7514А;7514А;;Подшипник 7514А ГОСТ27365, ГОСТ520;;
000000001300517761;Подшипник 7514А ГОСТ27365, ГОСТ520;Подшипник 7514А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7514А ГОСТ27365, ГОСТ520;;
000000001300517761;Подшипник 7514А ГОСТ27365, ГОСТ520;Подшипник 7514А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ27365, ГОСТ520;ГОСТ27365, ГОСТ520;;Подшипник 7514А ГОСТ27365, ГОСТ520;;
000000001300517762;Подшипник 318 ГОСТ8338, ГОСТ520;Подшипник 318 ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;318;318;;Подшипник 318 ГОСТ8338, ГОСТ520;;
000000001300517762;Подшипник 318 ГОСТ8338, ГОСТ520;Подшипник 318 ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 318 ГОСТ8338, ГОСТ520;;
000000001300517762;Подшипник 318 ГОСТ8338, ГОСТ520;Подшипник 318 ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ8338, ГОСТ520;ГОСТ8338, ГОСТ520;;Подшипник 318 ГОСТ8338, ГОСТ520;;
000000001300517763;Подшипник 7307А ГОСТ27365, ГОСТ520;Подшипник 7307А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7307А;7307А;;Подшипник 7307А ГОСТ27365, ГОСТ520;;
000000001300517763;Подшипник 7307А ГОСТ27365, ГОСТ520;Подшипник 7307А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7307А ГОСТ27365, ГОСТ520;;
000000001300517763;Подшипник 7307А ГОСТ27365, ГОСТ520;Подшипник 7307А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ27365, ГОСТ520;ГОСТ27365, ГОСТ520;;Подшипник 7307А ГОСТ27365, ГОСТ520;;
000000001300517764;Подшипник 2318 ГОСТ8328, ГОСТ520;Подшипник 2318 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2318;2318;;Подшипник 2318 ГОСТ8328, ГОСТ520;;
000000001300517764;Подшипник 2318 ГОСТ8328, ГОСТ520;Подшипник 2318 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2318 ГОСТ8328, ГОСТ520;;
000000001300517764;Подшипник 2318 ГОСТ8328, ГОСТ520;Подшипник 2318 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ8328, ГОСТ520;ГОСТ8328, ГОСТ520;;Подшипник 2318 ГОСТ8328, ГОСТ520;;
000000001300517765;Подшипник 2311 ГОСТ8328, ГОСТ520;Подшипник 2311 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2311;2311;;Подшипник 2311 ГОСТ8328, ГОСТ520;;
000000001300517765;Подшипник 2311 ГОСТ8328, ГОСТ520;Подшипник 2311 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2311 ГОСТ8328, ГОСТ520;;
000000001300517765;Подшипник 2311 ГОСТ8328, ГОСТ520;Подшипник 2311 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ8328, ГОСТ520;ГОСТ8328, ГОСТ520;;Подшипник 2311 ГОСТ8328, ГОСТ520;;
000000001300517766;Подшипник 2317 ГОСТ8328, ГОСТ520;Подшипник 2317 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2317;2317;;Подшипник 2317 ГОСТ8328, ГОСТ520;;
000000001300517766;Подшипник 2317 ГОСТ8328, ГОСТ520;Подшипник 2317 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2317 ГОСТ8328, ГОСТ520;;
000000001300517766;Подшипник 2317 ГОСТ8328, ГОСТ520;Подшипник 2317 ГОСТ8328, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ8328, ГОСТ520;ГОСТ8328, ГОСТ520;;Подшипник 2317 ГОСТ8328, ГОСТ520;;
000000001300517767;Подшипник 114 ГОСТ8338, ГОСТ520;Подшипник 114 ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;114;114;;Подшипник 114 ГОСТ8338, ГОСТ520;;
000000001300517767;Подшипник 114 ГОСТ8338, ГОСТ520;Подшипник 114 ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 114 ГОСТ8338, ГОСТ520;;
000000001300517767;Подшипник 114 ГОСТ8338, ГОСТ520;Подшипник 114 ГОСТ8338, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ8338, ГОСТ520;ГОСТ8338, ГОСТ520;;Подшипник 114 ГОСТ8338, ГОСТ520;;
000000001300517768;Подшипник 7224А ГОСТ27365, ГОСТ520;Подшипник 7224А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7224А;7224А;;Подшипник 7224А ГОСТ27365, ГОСТ520;;
000000001300517768;Подшипник 7224А ГОСТ27365, ГОСТ520;Подшипник 7224А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7224А ГОСТ27365, ГОСТ520;;
000000001300517768;Подшипник 7224А ГОСТ27365, ГОСТ520;Подшипник 7224А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ27365, ГОСТ520;ГОСТ27365, ГОСТ520;;Подшипник 7224А ГОСТ27365, ГОСТ520;;
000000001300517769;Подшипник 6-7618А ГОСТ27365, ГОСТ520;Подшипник 6-7618А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-7618А;6-7618А;;Подшипник 6-7618А ГОСТ27365, ГОСТ520;;
000000001300517769;Подшипник 6-7618А ГОСТ27365, ГОСТ520;Подшипник 6-7618А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-7618А ГОСТ27365, ГОСТ520;;
000000001300517769;Подшипник 6-7618А ГОСТ27365, ГОСТ520;Подшипник 6-7618А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ27365, ГОСТ520;ГОСТ27365, ГОСТ520;;Подшипник 6-7618А ГОСТ27365, ГОСТ520;;
000000001300517770;Подшипник 6-7610А ГОСТ27365, ГОСТ520;Подшипник 6-7610А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-7610А;6-7610А;;Подшипник 6-7610А ГОСТ27365, ГОСТ520;;
000000001300517770;Подшипник 6-7610А ГОСТ27365, ГОСТ520;Подшипник 6-7610А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-7610А ГОСТ27365, ГОСТ520;;
000000001300517770;Подшипник 6-7610А ГОСТ27365, ГОСТ520;Подшипник 6-7610А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ27365, ГОСТ520;ГОСТ27365, ГОСТ520;;Подшипник 6-7610А ГОСТ27365, ГОСТ520;;
000000001300517771;Подшипник 176240Л ГОСТ8995, ГОСТ520;Подшипник 176240Л ГОСТ8995, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;176240Л;176240Л;;Подшипник 176240Л ГОСТ8995, ГОСТ520;;
000000001300517771;Подшипник 176240Л ГОСТ8995, ГОСТ520;Подшипник 176240Л ГОСТ8995, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 176240Л ГОСТ8995, ГОСТ520;;
000000001300517771;Подшипник 176240Л ГОСТ8995, ГОСТ520;Подшипник 176240Л ГОСТ8995, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ8995, ГОСТ520;ГОСТ8995, ГОСТ520;;Подшипник 176240Л ГОСТ8995, ГОСТ520;;
000000001300517772;Подшипник 7311 ГОСТ5721, ГОСТ520;Подшипник 7311 ГОСТ5721, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7311;7311;;Подшипник 7311 ГОСТ5721, ГОСТ520;;
000000001300517772;Подшипник 7311 ГОСТ5721, ГОСТ520;Подшипник 7311 ГОСТ5721, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7311 ГОСТ5721, ГОСТ520;;
000000001300517772;Подшипник 7311 ГОСТ5721, ГОСТ520;Подшипник 7311 ГОСТ5721, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ5721, ГОСТ520;ГОСТ5721, ГОСТ520;;Подшипник 7311 ГОСТ5721, ГОСТ520;;
000000001300517773;Подшипник 7616 ГОСТ27365, ГОСТ520;Подшипник 7616 ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7616;7616;;Подшипник 7616 ГОСТ27365, ГОСТ520;;
000000001300517773;Подшипник 7616 ГОСТ27365, ГОСТ520;Подшипник 7616 ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7616 ГОСТ27365, ГОСТ520;;
000000001300517773;Подшипник 7616 ГОСТ27365, ГОСТ520;Подшипник 7616 ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ27365, ГОСТ520;ГОСТ27365, ГОСТ520;;Подшипник 7616 ГОСТ27365, ГОСТ520;;
000000001300517774;Подшипник 7515А ГОСТ27365, ГОСТ520;Подшипник 7515А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7515А;7515А;;Подшипник 7515А ГОСТ27365, ГОСТ520;;
000000001300517774;Подшипник 7515А ГОСТ27365, ГОСТ520;Подшипник 7515А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7515А ГОСТ27365, ГОСТ520;;
000000001300517774;Подшипник 7515А ГОСТ27365, ГОСТ520;Подшипник 7515А ГОСТ27365, ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ27365, ГОСТ520;ГОСТ27365, ГОСТ520;;Подшипник 7515А ГОСТ27365, ГОСТ520;;
